year,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
2023,"$832,530 ","$1,260,000 ","$442,000 ","$429,000 ","$476,500 ","$900,000 ","$349,000 ","$650,000 ","$417,500 ","$372,500 ","$465,000 ","$387,500 ","$395,000 ","$385,000 ","$335,000 ","$280,000 ","$851,540 ","$426,000 ","$1,609,500 ","$459,000 ","$540,000 ","$390,000 ","$785,000 ","$949,000 ","$927,500 ","$579,900 ","$1,300,000 ","$660,000 ","$364,050 ","$615,000 ","$547,000 ","$745,000 ","$485,000 ","$969,020 ","$1,460,000 ","$545,000 ","$860,000 ","$1,984,000 ","$994,470 ","$1,800,000 ","$1,300,000 ","$379,000 ","$296,000 ","$600,560 ","$850,960 ","$465,000 ","$402,000 ","$320,000 ","$320,000 ","$370,520 ","$463,500 ","$920,000 ","$625,000 ","$415,000 ",,"$645,000 ","$790,000 ","$985,000 ","$489,000 ","$375,000 ","$575,000 ","$1,255,000 ","$830,000 "
2023,"$859,670 ","$1,250,000 ","$490,000 ","$436,250 ","$475,000 ","$844,440 ","$382,500 ","$657,000 ","$425,000 ","$321,000 ","$421,920 ","$336,500 ","$394,500 ","$382,500 ","$325,000 ","$225,000 ","$882,010 ","$453,000 ","$1,475,000 ","$480,000 ","$560,000 ","$385,000 ","$970,000 ","$897,000 ","$1,055,000 ","$555,000 ","$1,310,000 ","$669,000 ","$412,000 ","$618,000 ","$535,000 ","$777,550 ","$495,000 ","$1,000,000 ","$1,576,000 ","$535,000 ","$868,810 ","$1,950,000 ","$1,295,000 ","$1,852,500 ","$1,200,000 ","$365,000 ","$305,500 ","$599,000 ","$850,000 ","$465,000 ","$425,000 ","$312,050 ","$205,000 ","$372,000 ","$389,500 ","$915,000 ","$622,500 ","$449,500 ",,"$657,000 ","$792,500 ","$950,000 ","$485,000 ","$369,000 ","$569,990 ","$1,260,000 ","$830,000 "
2023,"$843,500 ","$1,300,000 ","$414,250 ","$429,420 ","$537,500 ","$871,250 ","$400,000 ","$685,000 ","$410,000 ","$300,000 ","$422,500 ","$375,000 ","$383,000 ","$370,750 ","$260,000 ","$181,250 ","$914,340 ","$410,000 ","$1,650,000 ","$432,500 ","$448,000 ","$384,500 ","$935,000 ","$943,340 ","$890,000 ","$563,000 ","$1,310,000 ","$665,000 ","$441,250 ","$600,000 ","$545,000 ","$761,250 ","$475,000 ","$973,100 ","$1,580,000 ","$550,000 ","$888,000 ","$1,955,000 ","$1,030,000 ","$1,853,000 ","$1,165,000 ","$385,000 ","$325,000 ","$585,680 ","$848,000 ","$469,500 ","$430,000 ","$310,000 ","$320,000 ","$385,000 ","$419,000 ","$962,500 ","$608,640 ","$433,250 ",,"$650,000 ","$780,000 ","$950,000 ","$481,000 ","$385,000 ","$550,000 ","$1,300,000 ","$820,000 "
2023,"$839,990 ","$1,240,000 ","$410,000 ","$421,400 ","$405,500 ","$824,950 ","$307,500 ","$660,000 ","$410,000 ","$363,000 ","$432,500 ","$380,000 ","$395,000 ","$360,000 ","$365,000 ","$247,500 ","$893,650 ","$435,000 ","$1,712,500 ","$485,000 ","$430,000 ","$392,750 ","$1,050,000 ","$1,122,500 ","$1,027,500 ","$538,000 ","$1,275,000 ","$685,000 ","$385,250 ","$610,000 ","$550,000 ","$780,000 ","$475,000 ","$936,250 ","$1,650,000 ","$550,000 ","$887,620 ","$2,100,000 ","$1,370,000 ","$1,805,000 ","$1,229,000 ","$389,500 ","$295,000 ","$620,000 ","$857,500 ","$460,000 ","$425,750 ","$370,000 ","$320,000 ","$358,500 ","$410,000 ","$899,000 ","$629,900 ","$424,900 ",,"$660,000 ","$785,000 ","$1,050,000 ","$473,000 ","$376,000 ","$561,410 ","$1,268,940 ","$820,000 "
2023,"$821,710 ","$1,230,000 ","$403,000 ","$428,500 ","$512,500 ","$860,000 ","$420,000 ","$650,000 ","$415,000 ","$324,000 ","$430,750 ","$385,330 ","$375,000 ","$355,000 ","$318,500 ","$170,000 ","$897,990 ","$414,500 ","$1,649,500 ","$320,000 ","$532,000 ","$367,500 ","$985,000 ","$944,000 ","$825,000 ","$585,000 ","$1,300,000 ","$659,000 ","$400,000 ","$610,400 ","$522,290 ","$782,500 ","$455,000 ","$952,000 ","$1,535,000 ","$550,000 ","$894,500 ","$1,805,000 ","$900,000 ","$1,717,500 ","$1,300,000 ","$367,500 ","$325,000 ","$570,000 ","$793,620 ","$470,000 ","$397,000 ","$287,000 ","$211,000 ","$375,000 ","$381,250 ","$902,500 ","$620,000 ","$461,320 ",,"$660,000 ","$785,000 ","$955,000 ","$474,800 ","$375,000 ","$567,500 ","$1,250,000 ","$824,500 "
2023,"$819,820 ","$1,175,000 ","$415,000 ","$418,000 ","$437,500 ","$800,000 ","$487,000 ","$660,000 ","$397,000 ","$349,500 ","$425,000 ","$315,000 ","$374,180 ","$380,000 ","$315,000 ","$272,500 ","$853,340 ","$410,500 ","$1,555,000 ","$442,000 ","$599,000 ","$385,000 ","$1,052,500 ","$929,000 ","$925,000 ","$537,000 ","$1,300,000 ","$633,020 ","$360,000 ","$605,000 ","$535,000 ","$789,890 ","$475,000 ","$911,500 ","$1,450,000 ","$530,000 ","$956,000 ","$1,800,000 ","$1,190,000 ","$1,725,000 ","$1,050,000 ","$355,760 ","$331,500 ","$562,000 ","$812,930 ","$462,500 ","$429,500 ","$305,000 ","$287,000 ","$362,000 ","$444,000 ","$882,500 ","$630,000 ","$440,000 ",,"$635,000 ","$760,000 ","$979,500 ","$462,000 ","$364,500 ","$570,000 ","$1,182,000 ","$790,000 "
2024,"$789,480 ","$1,103,000 ","$444,500 ","$390,000 ","$434,500 ","$770,000 ","$295,000 ","$650,000 ","$406,000 ","$349,000 ","$410,000 ","$380,000 ","$375,000 ","$365,000 ","$325,000 ","$229,000 ","$833,000 ","$466,080 ","$1,524,500 ","$431,500 ","$494,000 ","$380,000 ","$1,304,500 ","$825,000 ","$989,500 ","$525,000 ","$1,320,000 ","$620,000 ","$363,620 ","$600,000 ","$515,000 ","$760,000 ","$460,000 ","$925,000 ","$1,530,000 ","$530,000 ","$910,000 ","$1,975,000 ","$1,280,000 ","$1,710,440 ","$1,190,000 ","$395,000 ","$329,000 ","$575,000 ","$829,900 ","$450,000 ","$435,000 ","$340,000 ","$402,500 ","$349,000 ","$360,750 ","$870,000 ","$600,360 ","$455,000 ",,"$630,000 ","$750,000 ","$926,000 ","$460,000 ","$361,500 ","$559,280 ","$1,100,000 ","$790,000 "
2024,"$806,480 ","$1,300,000 ","$407,500 ","$451,120 ","$475,000 ","$850,000 ","$295,000 ","$647,500 ","$420,000 ","$360,000 ","$420,000 ","$355,000 ","$386,500 ","$339,950 ","$315,000 ","$263,000 ","$817,100 ","$417,880 ","$1,610,000 ","$390,000 ","$499,000 ","$401,600 ","$1,097,500 ","$860,000 ","$882,500 ","$530,000 ","$1,350,000 ","$650,000 ","$370,000 ","$624,900 ","$530,000 ","$795,000 ","$450,000 ","$980,000 ","$1,590,000 ","$529,000 ","$900,000 ","$1,922,500 ","$976,000 ","$1,808,890 ","$1,232,500 ","$366,250 ","$340,000 ","$580,000 ","$826,500 ","$460,000 ","$415,000 ","$349,000 ","$280,000 ","$359,990 ","$430,000 ","$890,000 ","$618,940 ","$426,500 ",,"$660,000 ","$790,000 ","$950,000 ","$478,200 ","$379,000 ","$576,500 ","$1,256,500 ","$827,000 "
2024,"$854,370 ","$1,400,000 ","$482,500 ","$434,000 ","$454,500 ","$890,000 ","$381,250 ","$677,000 ","$413,000 ","$340,000 ","$429,970 ","$349,000 ","$382,180 ","$345,000 ","$315,000 ","$247,000 ","$805,100 ","$435,000 ","$1,957,500 ","$415,000 ","$375,000 ","$392,000 ","$1,250,000 ","$932,500 ","$880,000 ","$525,000 ","$1,400,000 ","$659,000 ","$400,000 ","$630,000 ","$550,000 ","$768,000 ","$470,420 ","$1,020,000 ","$1,745,000 ","$550,000 ","$850,000 ","$2,170,000 ","$1,015,000 ","$1,910,000 ","$1,300,000 ","$364,000 ","$318,880 ","$584,950 ","$865,000 ","$460,000 ","$403,200 ","$286,250 ","$360,000 ","$374,990 ","$400,000 ","$918,040 ","$635,830 ","$452,570 ",,"$675,000 ","$801,000 ","$950,000 ","$478,600 ","$372,450 ","$594,250 ","$1,386,500 ","$850,000 "
2024,"$904,010 ","$1,401,250 ","$426,500 ","$450,000 ","$493,000 ","$940,000 ","$445,000 ","$757,000 ","$421,940 ","$362,000 ","$400,000 ","$377,500 ","$377,000 ","$379,000 ","$340,000 ","$205,000 ","$825,970 ","$457,500 ","$1,700,000 ","$549,500 ","$583,500 ","$399,000 ","$1,077,380 ","$986,500 ","$950,000 ","$599,000 ","$1,440,000 ","$671,740 ","$320,000 ","$642,000 ","$548,580 ","$807,500 ","$500,000 ","$1,047,500 ","$1,800,000 ","$540,000 ","$894,500 ","$2,150,000 ","$1,400,000 ","$2,000,000 ","$1,420,000 ","$360,000 ","$278,000 ","$590,000 ","$850,000 ","$485,000 ","$428,500 ","$309,750 ","$212,000 ","$379,990 ","$452,000 ","$940,000 ","$615,000 ","$427,950 ",,"$688,000 ","$840,000 ","$1,077,500 ","$493,500 ","$364,950 ","$607,000 ","$1,444,000 ","$880,000 "
2024,"$908,000 ","$1,375,000 ","$420,000 ","$442,000 ","$471,000 ","$942,500 ","$230,000 ","$699,000 ","$425,000 ","$329,250 ","$450,000 ","$405,000 ","$400,000 ","$361,000 ","$351,250 ","$274,500 ","$811,610 ","$429,000 ","$1,800,000 ","$502,500 ","$477,500 ","$400,000 ","$812,500 ","$1,047,000 ","$987,000 ","$560,000 ","$1,422,500 ","$675,000 ","$529,000 ","$644,500 ","$555,000 ","$734,950 ","$471,360 ","$1,025,000 ","$1,690,000 ","$560,000 ","$885,000 ","$2,400,000 ","$1,375,000 ","$2,100,000 ","$1,355,000 ","$390,000 ","$334,500 ","$605,000 ","$880,450 ","$489,500 ","$427,500 ","$350,000 ","$360,000 ","$383,638 ","$430,000 ","$925,000 ","$653,980 ","$449,950 ",,"$690,000 ","$840,000 ","$1,059,000 ","$507,080 ","$400,000 ","$598,490 ","$1,455,000 ","$880,000 "
2024,"$900,720 ","$1,369,210 ","$450,000 ","$475,900 ","$495,000 ","$903,000 ","$350,000 ","$709,000 ","$428,890 ","$350,000 ","$490,620 ","$385,000 ","$375,000 ","$391,400 ","$352,500 ","$267,500 ","$889,180 ","$415,070 ","$1,800,000 ","$374,500 ","$521,690 ","$421,000 ","$1,240,000 ","$1,039,000 ","$952,500 ","$625,000 ","$1,450,000 ","$685,000 ","$465,000 ","$638,000 ","$560,000 ","$854,000 ","$490,420 ","$1,054,180 ","$1,650,000 ","$550,000 ","$890,000 ","$2,110,000 ","$1,355,500 ","$1,955,000 ","$1,413,000 ","$396,950 ","$362,120 ","$601,250 ","$835,000 ","$495,000 ","$500,000 ","$375,000 ","$322,100 ","$375,000 ","$439,500 ","$964,500 ","$649,500 ","$446,750 ",,"$697,550 ","$835,000 ","$1,072,000 ","$503,000 ","$409,000 ","$600,000 ","$1,400,000 ","$875,000 "
2024,"$886,420 ","$1,280,000 ","$399,000 ","$430,000 ","$474,000 ","$916,500 ","$424,000 ","$695,000 ","$420,000 ","$330,500 ","$442,500 ","$385,000 ","$413,000 ","$369,000 ","$350,000 ","$265,000 ","$909,010 ","$424,350 ","$1,594,000 ","$472,500 ","$549,500 ","$413,500 ","$680,000 ","$945,000 ","$1,052,500 ","$609,480 ","$1,390,000 ","$670,000 ","$508,500 ","$639,670 ","$560,000 ","$778,000 ","$497,250 ","$1,020,000 ","$1,600,000 ","$585,000 ","$1,035,000 ","$2,100,000 ","$827,500 ","$1,880,000 ","$1,355,000 ","$394,450 ","$335,000 ","$586,400 ","$850,000 ","$485,000 ","$435,000 ","$290,000 ","$297,500 ","$380,000 ","$385,000 ","$972,000 ","$610,000 ","$438,400 ",,"$680,000 ","$849,000 ","$1,064,000 ","$500,000 ","$385,000 ","$600,000 ","$1,300,000 ","$881,000 "
2024,"$888,740 ","$1,272,500 ","$431,000 ","$458,000 ","$505,000 ","$841,950 ","$450,000 ","$650,000 ","$434,940 ","$325,000 ","$434,500 ","$410,640 ","$399,500 ","$380,000 ","$329,950 ","$236,000 ","$919,890 ","$430,750 ","$1,450,000 ","$410,000 ","$567,500 ","$415,000 ","$1,160,000 ","$900,000 ","$976,500 ","$560,000 ","$1,400,000 ","$675,000 ","$547,420 ","$618,940 ","$559,000 ","$812,500 ","$499,000 ","$1,010,000 ","$1,528,500 ","$560,000 ","$942,500 ","$1,900,000 ","$1,062,450 ","$1,851,830 ","$1,300,000 ","$383,300 ","$305,500 ","$600,000 ","$809,160 ","$475,000 ","$416,500 ","$380,000 ","$280,000 ","$380,000 ","$420,950 ","$965,000 ","$620,960 ","$448,000 ",,"$665,000 ","$827,000 ","$1,035,000 ","$500,000 ","$397,250 ","$585,260 ","$1,240,000 ","$863,500 "
2024,"$868,150 ","$1,267,500 ","$432,500 ","$465,580 ","$522,000 ","$863,750 ","$370,000 ","$689,000 ","$430,000 ","$348,000 ","$425,000 ","$397,500 ","$400,500 ","$379,000 ","$335,000 ","$265,000 ","$960,370 ","$424,120 ","$1,750,000 ","$322,500 ","$525,000 ","$399,500 ","$815,000 ","$1,000,000 ","$882,500 ","$570,000 ","$1,397,450 ","$660,000 ","$455,000 ","$605,000 ","$560,000 ","$856,130 ","$485,000 ","$1,000,000 ","$1,625,000 ","$583,550 ","$895,000 ","$2,100,000 ","$1,098,000 ","$1,927,500 ","$1,300,000 ","$374,500 ","$290,000 ","$611,000 ","$830,000 ","$480,000 ","$451,500 ","$320,000 ","$247,500 ","$376,070 ","$357,500 ","$900,000 ","$610,000 ","$440,000 ",,"$660,000 ","$810,000 ","$993,250 ","$500,000 ","$379,500 ","$579,990 ","$1,266,250 ","$850,000 "
2024,"$888,740 ","$1,266,000 ","$440,000 ","$464,000 ","$434,500 ","$869,500 ","$399,500 ","$664,000 ","$410,500 ","$353,500 ","$435,000 ","$389,990 ","$399,500 ","$340,000 ","$340,000 ","$282,500 ","$956,210 ","$438,000 ","$1,700,000 ","$465,000 ","$516,000 ","$412,000 ","$970,000 ","$919,840 ","$910,000 ","$527,500 ","$1,350,000 ","$649,200 ","$377,500 ","$635,000 ","$550,000 ","$820,000 ","$499,000 ","$1,010,000 ","$1,750,000 ","$553,950 ","$943,000 ","$2,000,000 ","$1,047,500 ","$1,990,000 ","$1,325,000 ","$379,000 ","$301,250 ","$603,000 ","$826,710 ","$485,000 ","$439,000 ","$345,000 ","$205,000 ","$391,750 ","$425,000 ","$940,000 ","$612,500 ","$435,620 ",,"$670,000 ","$835,720 ","$990,000 ","$500,000 ","$390,000 ","$599,000 ","$1,315,000 ","$865,000 "
2024,"$852,880 ","$1,285,000 ","$420,000 ","$438,950 ","$436,250 ","$897,500 ","$319,610 ","$653,120 ","$440,000 ","$359,000 ","$455,000 ","$387,500 ","$405,000 ","$367,500 ","$350,000 ","$252,160 ","$937,030 ","$415,000 ","$1,625,000 ","$405,000 ","$491,500 ","$415,000 ","$912,500 ","$930,000 ","$895,000 ","$557,500 ","$1,375,000 ","$649,490 ","$385,000 ","$628,000 ","$550,500 ","$825,920 ","$510,000 ","$975,000 ","$1,598,000 ","$540,000 ","$920,000 ","$2,194,000 ","$1,367,500 ","$1,931,050 ","$1,307,500 ","$357,250 ","$295,000 ","$597,000 ","$805,000 ","$469,500 ","$435,000 ","$302,500 ","$290,000 ","$385,000 ","$405,000 ","$912,000 ","$573,000 ","$430,000 ",,"$675,000 ","$822,000 ","$1,030,000 ","$495,000 ","$375,000 ","$600,000 ","$1,316,500 ","$850,000 "
2024,"$861,020 ","$1,180,000 ","$445,000 ","$426,500 ","$510,000 ","$875,000 ","$384,950 ","$723,000 ","$420,570 ","$420,000 ","$426,680 ","$381,000 ","$405,500 ","$372,200 ","$373,000 ","$237,000 ","$912,370 ","$430,000 ","$1,558,000 ","$510,000 ","$507,500 ","$425,000 ","$600,000 ","$932,000 ","$880,000 ","$541,200 ","$1,362,000 ","$639,480 ","$359,000 ","$624,790 ","$545,000 ","$830,000 ","$490,950 ","$975,000 ","$1,530,000 ","$535,000 ","$930,000 ","$1,844,500 ","$1,275,000 ","$1,810,000 ","$1,255,000 ","$355,000 ","$365,000 ","$570,000 ","$859,500 ","$462,750 ","$481,080 ","$326,000 ","$337,500 ","$380,990 ","$410,000 ","$895,000 ","$610,000 ","$441,000 ",,"$664,560 ","$815,500 ","$995,000 ","$492,000 ","$369,500 ","$594,950 ","$1,200,000 ","$850,000 "
2025,"$838,850 ","$1,150,000 ","$437,000 ","$443,000 ","$449,500 ","$785,000 ","$385,500 ","$615,000 ","$426,690 ","$327,500 ","$407,500 ","$386,750 ","$390,000 ","$365,990 ","$340,000 ","$231,000 ","$886,400 ","$441,940 ","$1,332,500 ","$650,000 ","$498,000 ","$415,000 ","$485,000 ","$965,000 ","$917,500 ","$525,000 ","$1,430,000 ","$650,000 ","$450,000 ","$645,000 ","$540,000 ","$777,500 ","$505,000 ","$1,030,000 ","$1,432,500 ","$510,000 ","$920,000 ","$1,960,000 ","$1,550,010 ","$1,840,000 ","$1,199,500 ","$405,000 ","$303,000 ","$565,000 ","$811,470 ","$460,000 ","$405,000 ","$337,450 ","$442,500 ","$371,900 ","$364,000 ","$875,000 ","$600,000 ","$441,000 ",,"$649,000 ","$820,000 ","$1,060,000 ","$480,000 ","$400,000 ","$600,000 ","$1,125,000 ","$850,500 "
2025,"$829,060 ","$1,300,000 ","$460,000 ","$449,000 ","$415,000 ","$841,000 ","$352,000 ","$677,000 ","$442,850 ","$335,000 ","$431,000 ","$394,000 ","$409,900 ","$375,000 ","$352,500 ","$284,500 ","$852,190 ","$425,000 ","$1,675,000 ","$410,000 ","$535,500 ","$414,500 ","$1,350,000 ","$900,000 ","$1,018,500 ","$512,950 ","$1,465,500 ","$649,000 ","$359,500 ","$646,840 ","$550,000 ","$780,000 ","$490,000 ","$1,040,000 ","$1,600,000 ","$540,000 ","$967,500 ","$2,200,000 ","$1,515,000 ","$2,000,000 ","$1,260,000 ","$386,000 ","$285,000 ","$600,000 ","$852,560 ","$460,000 ","$417,500 ","$360,000 ","$115,000 ","$380,000 ","$381,000 ","$969,500 ","$633,500 ","$459,000 ",,"$675,000 ","$824,880 ","$1,039,500 ","$495,000 ","$386,000 ","$611,290 ","$1,250,000 ","$866,360 "
2025,"$884,350 ","$1,380,000 ","$440,000 ","$444,000 ","$430,000 ","$907,000 ","$185,000 ","$722,500 ","$435,000 ","$325,000 ","$390,000 ","$407,500 ","$399,740 ","$365,000 ","$329,000 ","$219,000 ","$829,260 ","$446,340 ","$1,700,000 ","$339,000 ","$555,880 ","$412,500 ","$1,400,000 ","$936,500 ","$1,004,660 ","$561,000 ","$1,450,000 ","$665,000 ","$290,000 ","$638,810 ","$560,000 ","$769,000 ","$522,700 ","$1,040,000 ","$1,818,380 ","$550,000 ","$966,500 ","$2,260,000 ","$1,409,200 ","$2,125,000 ","$1,402,500 ","$375,000 ","$364,400 ","$599,000 ","$857,500 ","$483,970 ","$424,000 ","$355,000 ","$392,500 ","$388,120 ","$403,000 ","$940,000 ","$615,000 ","$448,800 ",,"$680,630 ","$834,830 ","$1,107,500 ","$495,000 ","$385,000 ","$609,230 ","$1,400,000 ","$877,750 "
2025,"$910,160 ","$1,351,000 ","$465,000 ","$465,000 ","$455,000 ","$900,000 ","$380,000 ","$675,000 ","$425,000 ","$307,000 ","$439,375 ","$405,000 ","$395,000 ","$363,490 ","$325,000 ","$305,000 ","$850,270 ","$433,480 ","$1,720,000 ","$449,000 ","$460,650 ","$408,000 ","$1,050,000 ","$917,000 ","$940,000 ","$589,500 ","$1,417,450 ","$665,000 ","$495,000 ","$645,000 ","$550,000 ","$740,000 ","$499,500 ","$1,015,000 ","$1,780,000 ","$550,000 ","$942,050 ","$2,281,500 ","$1,550,000 ","$2,121,000 ","$1,277,500 ","$374,375 ","$290,000 ","$582,000 ","$854,500 ","$485,000 ","$440,000 ","$360,000 ","$332,790 ","$380,657 ","$380,000 ","$944,500 ","$635,000 ","$427,500 ",,"$670,000 ","$850,000 ","$1,090,000 ","$495,000 ","$380,500 ","$611,990 ","$1,419,000 ","$887,000 "
2025,"$900,170 ","$1,365,000 ","$440,000 ","$488,750 ","$499,000 ","$924,950 ","$505,000 ","$699,000 ","$440,000 ","$350,000 ","$465,920 ","$377,450 ","$420,000 ","$368,760 ","$362,500 ","$263,000 ","$835,480 ","$455,000 ","$1,885,000 ","$485,000 ","$525,000 ","$425,000 ","$747,500 ","$901,000 ","$920,000 ","$559,500 ","$1,419,500 ","$665,000 ","$402,000 ","$638,000 ","$550,000 ","$854,000 ","$497,940 ","$1,050,000 ","$1,801,000 ","$560,000 ","$952,000 ","$2,200,000 ","$1,485,000 ","$2,171,120 ","$1,350,000 ","$380,000 ","$299,500 ","$590,000 ","$860,000 ","$505,000 ","$469,950 ","$390,000 ","$315,000 ","$385,000 ","$418,000 ","$985,000 ","$687,400 ","$470,000 ",,"$675,000 ","$855,000 ","$1,125,000 ","$510,000 ","$385,000 ","$610,000 ","$1,400,000 ","$888,000 "
2025,"$899,790 ","$1,321,000 ","$412,500 ","$487,000 ","$465,000 ","$940,000 ","$405,000 ","$730,000 ","$438,370 ","$385,000 ","$422,500 ","$400,000 ","$409,000 ","$365,000 ","$301,380 ","$286,500 ","$903,650 ","$426,000 ","$1,650,000 ","$394,500 ","$550,000 ","$446,310 ","$815,000 ","$957,750 ","$1,100,000 ","$573,500 ","$1,470,000 ","$705,000 ","$328,750 ","$635,000 ","$549,450 ","$877,720 ","$482,460 ","$1,025,000 ","$1,705,000 ","$578,500 ","$880,000 ","$2,140,000 ","$1,222,500 ","$2,110,000 ","$1,330,000 ","$382,500 ","$315,000 ","$571,520 ","$850,000 ","$495,000 ","$450,000 ","$380,700 ","$311,000 ","$389,000 ","$420,000 ","$975,000 ","$680,000 ","$430,000 ",,"$670,000 ","$847,970 ","$1,038,000 ","$499,000 ","$385,000 ","$605,000 ","$1,400,000 ","$876,840 "
2025,"$884,050 ","$1,250,000 ","$415,000 ","$456,500 ","$456,750 ","$862,500 ","$369,000 ","$717,500 ","$440,000 ","$375,000 ","$450,000 ","$415,000 ","$390,000 ","$365,000 ","$364,500 ","$311,000 ","$911,360 ","$445,000 ","$1,625,000 ","$450,000 ","$467,000 ","$440,000 ","$1,064,000 ","$1,022,500 ","$925,000 ","$549,500 ","$1,400,000 ","$687,480 ","$434,500 ","$630,000 ","$559,500 ","$799,900 ","$486,290 ","$1,040,000 ","$1,637,380 ","$530,000 ","$940,000 ","$2,100,000 ","$1,095,500 ","$1,900,000 ","$1,395,500 ","$380,000 ","$365,000 ","$593,680 ","$845,450 ","$475,000 ","$460,000 ","$370,000 ","$240,500 ","$382,990 ","$455,000 ","$949,500 ","$635,000 ","$440,000 ",,"$647,000 ","$846,500 ","$1,115,680 ","$500,000 ","$397,000 ","$589,020 ","$1,300,000 ","$879,000 "
2025,"$899,140 ","$1,269,000 ","$469,500 ","$468,000 ","$540,000 ","$850,000 ","$352,500 ","$679,500 ","$446,390 ","$350,000 ","$422,500 ","$405,000 ","$415,000 ","$380,000 ","$355,000 ","$221,000 ","$930,720 ","$445,000 ","$1,522,500 ","$415,000 ","$469,500 ","$418,500 ","$1,175,000 ","$1,087,150 ","$975,000 ","$560,000 ","$1,385,000 ","$675,000 ","$480,000 ","$625,000 ","$550,000 ","$742,500 ","$503,030 ","$1,025,000 ","$1,500,000 ","$535,000 ","$935,400 ","$1,988,000 ","$1,408,650 ","$1,900,000 ","$1,397,000 ","$368,000 ","$300,000 ","$620,000 ","$832,500 ","$499,720 ","$435,000 ","$335,000 ","$310,000 ","$378,700 ","$435,000 ","$937,500 ","$599,450 ","$440,000 ",,"$649,950 ","$840,000 ","$1,100,000 ","$495,000 ","$385,000 ","$600,130 ","$1,275,000 ","$875,000 "
